	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
RIMBP2_-_131002423.23-ENST00000261655.4	0	0	1	0	0
RIMBP3B_-_21737871.23-ENST00000434111.1	1	1	0	2	0
RIMBP3C_+_21905109.23-ENST00000331505.5	1	0	0	1	1
RIMKLA_-_42846487.23-P1P2	0	0	0	2	0
RIMKLA_-_42846492.23-P1P2	0	0	0	0	1
RIMKLA_-_42846833.23-P1P2	0	0	0	0	1
RIMS1_-_72596506.23-P1P2	9	0	0	8	1
RIMS1_-_72597074.23-P1P2	33	48	41	40	26
RIMS1_+_72596792.23-P1P2	0	0	0	1	0
RIMS2_-_104513416.23-ENST00000406091.3	0	0	0	1	0
RIMS2_+_104513087.23-ENST00000406091.3	0	0	0	1	1
RIMS3_+_41130884.23-P1P2	0	0	0	0	1
RIMS4_-_43438681.23-P1P2	18	0	1	1	1
RIMS4_-_43438894.23-P1P2	0	0	0	0	1
RIMS4_+_43438760.23-P1P2	22	88	93	166	40
RIN1_-_66102727.23-P1P2	0	0	0	2	0
RIN1_-_66103166.23-P1P2	0	0	0	2	0
RIN1_-_66103456.23-P1P2	0	0	1	0	1
RIN2_+_19867216.23-ENST00000255006.6	12	3	8	56	9
RIN2_+_19867410.23-ENST00000255006.6	0	0	0	2	1
RIN3_-_92980151.23-P1P2	0	0	0	2	0
RIN3_+_92980206.23-P1P2	1	0	0	1	0
RING1_-_33176684.23-P1P2	0	1	0	0	0
RING1_+_33176541.23-P1P2	3	0	2	0	1
RINL_-_39368864.23-P1	0	0	1	2	0
RINL_-_39368883.23-P1	2	0	5	4	10
RINL_-_39368908.23-P1	0	0	0	1	0
RINL_+_39360642.23-P2	0	0	1	0	0
RINL_+_39368865.23-P1	1	18	14	5	3
RINT1_+_105172698.23-P1P2	0	0	0	1	0
RIOK1_-_7390078.23-P1P2	0	0	1	0	0
RIOK1_+_7390080.23-P1P2	0	1	0	0	1
RIOK1_+_7390314.23-P1P2	0	1	0	0	1
RIOK3_+_21033328.23-P1P2	18	8	8	9	12
RIPK1_-_3064211.23-P2	1	1	0	0	2
RIPK1_-_3064286.23-P2	0	0	0	0	1
RIPK1_-_3069149.23-P1	8	4	0	9	3
RIPK1_-_3069240.23-P1	119	250	139	388	147
RIPK1_+_3064184.23-P2	1	0	1	1	0
RIPK1_+_3069245.23-P1	0	0	0	1	0
RIPK2_-_90770465.23-P1P2	0	0	1	1	0
RIPK2_+_90770127.23-P1P2	0	0	1	0	0
RIPK2_+_90770141.23-P1P2	0	0	0	0	1
RIPK2_+_90770318.23-P1P2	28	13	16	22	38
RIPK3_-_24808785.23-P1P2	0	0	0	1	0
RIPK3_+_24808765.23-P1P2	0	1	0	2	0
RIPK3_+_24808862.23-P1P2	0	0	0	1	0
RIPK4_-_43187180.23-P1P2	47	17	3	12	7
RIPK4_+_43186762.23-P1P2	1	0	1	0	0
RIPK4_+_43187173.23-P1P2	5	2	0	23	3
RIPK4_+_43187193.23-P1P2	1	0	0	0	0
RIPPLY1_+_106146110.23-P1P2	0	0	0	0	2
RIPPLY1_+_106146533.23-P1P2	27	189	179	339	350
RIPPLY2_-_84563747.23-P1P2	0	0	0	0	1
RIPPLY2_+_84563360.23-P1P2	15	19	88	111	48
RIPPLY2_+_84563380.23-P1P2	0	0	1	2	2
RIPPLY2_+_84563806.23-P1P2	0	0	1	0	1
RIPPLY3_-_38379021.23-P1P2	0	0	0	1	0
RIPPLY3_-_38379033.23-P1P2	0	0	0	1	0
RIPPLY3_-_38379052.23-P1P2	0	0	1	0	0
RIPPLY3_-_38379087.23-P1P2	0	2	0	2	1
RIT1_+_155881132.23-P1P2	9	3	4	1	1
RIT2_+_40695434.23-P1P2	0	0	0	0	1
RLBP1_+_89764782.23-P1P2	0	0	0	1	0
RLBP1_+_89764785.23-P1P2	0	0	0	0	1
RLBP1_+_89764834.23-P1P2	0	0	2	1	0
RLF_-_40627087.23-P1P2	0	0	0	1	0
RLF_-_40627137.23-P1P2	0	0	1	0	0
RLF_+_40627485.23-P1P2	3	2	5	2	0
RLIM_-_73834016.23-P1P2	0	0	1	0	0
RLN1_-_5339742.23-P1P2	0	0	0	0	1
RLN2_+_5304492.23-P1P2	10	11	31	10	12
RLN2_+_5304495.23-P1P2	0	1	0	1	0
RLN2_+_5304499.23-P1P2	0	1	0	0	0
RLN2_+_5304696.23-P1P2	0	0	0	1	0
RLN3_-_14139414.23-ENST00000431365.2	0	0	1	0	2
RLTPR_-_67687227.23-P1	2	2	0	4	0
RLTPR_-_67687350.23-P1	0	0	1	0	0
RLTPR_+_67679080.23-P2	0	0	0	1	0
RLTPR_+_67679110.23-P2	1	0	0	0	0
RLTPR_+_67679174.23-P2	13	0	3	0	8
RLTPR_+_67679326.23-P2	0	0	1	0	0
RMDN1_-_87520815.23-P1P2	0	0	0	1	0
RMDN1_-_87520898.23-P1P2	2	0	0	1	0
RMDN1_+_87520508.23-P1P2	0	0	1	5	1
RMDN1_+_87520825.23-P1P2	3	1	1	1	0
RMDN1_+_87520870.23-P1P2	0	0	0	2	0
RMDN2_+_38152421.23-P1P2	0	0	0	0	1
RMDN2_+_38152463.23-P1P2	0	0	1	0	0
RMDN2_+_38152498.23-P1P2	0	0	0	1	1
RMDN3_+_41047380.23-P1P2	0	0	1	0	0
RMDN3_+_41047389.23-P1P2	12	7	3	5	6
RMI2_-_11439334.23-P1P2	0	1	0	0	0
RMI2_-_11439356.23-P1P2	0	0	0	1	0
RMND1_-_151773050.23-P1P2	1	0	0	0	0
RMND1_+_151773226.23-P1P2	8	0	0	3	1
RMND5A_-_86947589.23-P1P2	0	0	1	2	0
RMND5A_-_86947729.23-P1P2	0	0	0	1	0
RMND5A_+_86947719.23-P1P2	0	0	0	0	1
RMND5B_+_177558213.23-P1P2	0	0	1	0	0
RMND5B_+_177558265.23-P1P2	1	1	1	1	0
RNASE1_-_21270987.23-P1P2	0	0	0	1	0
RNASE1_+_21270461.23-P1P2	0	0	0	0	1
RNASE10_-_20978869.23-ENST00000328444.5	0	1	0	0	0
RNASE10_-_20978900.23-ENST00000328444.5	0	1	1	0	0
RNASE11_+_21055713.23-P1P2	0	0	0	1	0
RNASE11_+_21056126.23-P1P2	0	0	0	1	0
RNASE12_+_21058649.23-P1P2	4	2	3	0	1
RNASE13_-_21502479.23-P1P2	0	1	0	0	0
RNASE13_-_21502828.23-P1P2	0	1	0	0	3
RNASE13_-_21502864.23-P1P2	0	1	0	0	0
RNASE13_-_21502869.23-P1P2	0	2	3	5	1
RNASE13_-_21502914.23-P1P2	0	0	0	2	0
RNASE2_-_21423694.23-P1P2	1	0	2	2	0
RNASE2_-_21423740.23-P1P2	0	0	0	0	1
RNASE2_+_21424066.23-P1P2	0	0	0	1	0
RNASE3_-_21359811.23-P1P2	1	0	0	0	0
RNASE3_+_21359986.23-P1P2	0	1	0	0	0
RNASE6_-_21249410.23-P1P2	0	1	0	0	0
RNASE6_-_21249544.23-P1P2	0	1	1	0	0
RNASE6_-_21249569.23-P1P2	0	0	2	1	0
RNASE6_+_21249337.23-P1P2	0	1	0	0	0
RNASE7_+_21510533.23-P1P2	39	17	4	12	22
RNASE8_-_21526373.23-ENST00000308227.2	0	0	1	2	3
RNASE8_+_21526015.23-ENST00000308227.2	1	0	0	0	0
RNASE8_+_21526432.23-ENST00000308227.2	0	1	0	1	1
RNASE9_-_21029000.23-P1P2	0	1	0	2	0
RNASE9_+_21029150.23-P1P2	43	43	20	30	5
RNASEH1_-_3605827.23-P1P2	13	10	8	3	7
RNASEH1_-_3605887.23-P1P2	3	0	0	9	0
RNASEH1_+_3605908.23-P1P2	3	9	0	7	0
RNASEH2A_-_12917505.23-P1P2	10	0	0	33	10
RNASEH2A_+_12917522.23-P1P2	29	1	29	51	15
RNASEH2A_+_12917619.23-P1P2	5	2	12	30	10
RNASEH2B_+_51483963.23-P1P2	0	0	0	0	1
RNASEL_-_182558152.23-P1P2	0	2	0	0	0
RNASEL_-_182558334.23-P1P2	0	0	0	2	0
RNASEL_+_182558346.23-P1P2	38	35	51	43	34
RNASET2_-_167369625.23-P1P2	41	36	57	134	52
RNASET2_+_167370003.23-P1P2	19	4	1	81	14
RND1_-_49259240.23-P1P2	0	0	0	1	0
RND1_-_49259264.23-P1P2	0	0	0	2	1
RND1_-_49259659.23-P1P2	0	0	0	0	1
RND1_+_49259600.23-P1P2	2	39	19	135	111
RND1_+_49259628.23-P1P2	28	23	16	84	24
RND2_-_41177266.23-P1P2	0	0	0	0	1
RND2_-_41177272.23-P1P2	118	649	758	2569	2250
RND2_-_41177670.23-P1P2	1	0	0	0	0
RND3_-_151343757.23-P1P2	0	0	0	0	1
RND3_-_151344088.23-P1P2	3	0	6	0	2
RND3_+_151344142.23-P1P2	12	34	1	59	7
RND3_+_151344155.23-P1P2	0	0	0	1	0
RND3_+_151344173.23-P1P2	4	8	11	10	0
RNF10_-_120972210.23-P1P2	0	0	0	1	0
RNF10_+_120972218.23-P1P2	10	0	5	0	1
RNF103-CHMP3_-_86948168.23-ENST00000604011.1	1	0	1	0	1
RNF103-CHMP3_+_86948276.23-ENST00000604011.1	0	0	0	1	1
RNF11_-_51702003.23-P1P2	1	0	0	2	0
RNF11_+_51701958.23-P1P2	85	36	29	168	20
RNF111_-_59279883.23-P1P2	0	0	0	2	0
RNF111_-_59279908.23-P1P2	0	0	0	1	2
RNF112_-_19314983.23-P1P2	3	0	0	0	0
RNF112_+_19314594.23-P1P2	7	7	34	19	17
RNF112_+_19314612.23-P1P2	1	0	0	0	0
RNF113A_+_119005232.23-P1P2	12	8	14	14	3
RNF113A_+_119005626.23-P1P2	1	0	0	0	0
RNF113B_+_98829071.23-P1P2	0	0	0	3	1
RNF113B_+_98829081.23-P1P2	8	0	1	0	13
RNF113B_+_98829486.23-P1P2	80	238	363	982	665
RNF114_-_48552952.23-P1P2	14	1	0	22	18
RNF114_-_48552955.23-P1P2	0	0	0	1	1
RNF114_-_48552966.23-P1P2	7	16	6	12	5
RNF114_+_48553014.23-P1P2	0	0	0	1	0
RNF115_-_145611148.23-P1P2	2	33	24	0	0
RNF115_-_145611204.23-P1P2	55	37	35	41	32
RNF121_-_71640113.23-P1P2	0	0	0	0	1
RNF121_-_71640323.23-P1P2	0	0	0	2	0
RNF121_-_71640468.23-P1P2	0	0	0	0	1
RNF121_-_71640477.23-P1P2	0	0	0	0	1
RNF121_-_71640485.23-P1P2	0	0	0	1	1
RNF122_-_33424464.23-P1P2	0	1	0	0	0
RNF122_-_33424610.23-P1P2	11	0	10	14	4
RNF122_+_33424180.23-P1P2	0	1	0	0	0
RNF123_-_49727026.23-P1P2	14	17	41	71	21
RNF123_-_49727386.23-P1P2	16	1	17	7	3
RNF125_-_29598830.23-P1P2	0	1	1	1	0
RNF126_+_662724.23-P1P2	47	21	37	43	39
RNF126_+_662832.23-P1P2	0	0	0	1	0
RNF126_+_663126.23-P1P2	11	1	10	7	6
RNF126_+_663165.23-P1P2	5	0	6	19	0
RNF128_-_105969959.23-P1P2	0	0	0	1	0
RNF128_+_105969977.23-P1P2	2	5	1	1	1
RNF128_+_105969998.23-P1P2	48	29	28	135	46
RNF13_-_149530590.23-P1P2	24	4	15	26	18
RNF13_-_149531042.23-P1P2	0	0	1	2	0
RNF13_+_149530579.23-P1P2	0	1	0	0	1
RNF13_+_149531474.23-P1P2	3	0	5	0	2
RNF130_-_179498712.23-P1P2	37	1	8	0	10
RNF130_+_179498593.23-P1P2	1	1	3	3	8
RNF130_+_179498719.23-P1P2	8	10	3	0	0
RNF133_-_122338693.23-P1P2	0	0	1	0	0
RNF133_+_122338734.23-P1P2	0	0	0	1	1
RNF133_+_122338952.23-P1P2	8	0	0	8	0
RNF135_+_29298113.23-P1P2	25	48	28	34	12
RNF135_+_29298121.23-P1P2	0	0	0	1	0
RNF135_+_29298513.23-P1P2	0	1	0	0	0
RNF138_-_29672099.23-P1P2	15	13	9	9	15
RNF138_-_29672216.23-P1P2	0	0	0	1	0
RNF138_-_29672353.23-P1P2	11	1	0	0	10
RNF138_+_29671902.23-P1P2	0	0	0	0	1
RNF139_-_125487134.23-P1P2	0	1	0	1	0
RNF139_+_125487146.23-P1P2	1	0	1	2	0
RNF139_+_125487149.23-P1P2	12	4	0	6	3
RNF139_+_125487547.23-P1P2	2	0	13	9	1
RNF14_-_141348778.23-P1P2	0	0	0	2	1
RNF14_-_141348808.23-P1P2	5	7	20	9	4
RNF14_-_141349121.23-P1P2	1	1	0	0	1
RNF141_-_10562561.23-P1P2	0	1	0	0	0
RNF141_-_10562673.23-P1P2	0	1	0	0	0
RNF141_-_10562741.23-P1P2	0	1	1	0	0
RNF144A_-_7073632.23-P2	1	0	0	1	0
RNF144A_-_7073677.23-P2	11	1	1	0	0
RNF144A_+_7058011.23-P1	1	0	0	0	0
RNF144B_-_18387744.23-P1P2	0	0	1	0	0
RNF144B_-_18387752.23-P1P2	0	0	1	2	1
RNF144B_-_18387777.23-P1P2	1	0	0	0	1
RNF144B_-_18388155.23-P1P2	1	0	0	0	0
RNF144B_+_18387769.23-P1P2	22	17	0	62	31
RNF145_-_158634666.23-P2	0	1	1	0	1
RNF145_-_158634849.23-P2	1	0	0	0	0
RNF145_-_158636117.23-P1	21	63	42	22	42
RNF145_-_158636369.23-P1	11	13	10	2	12
RNF145_-_158636514.23-P1	1	0	0	0	0
RNF145_+_158635072.23-P2	0	0	1	0	0
RNF145_+_158636527.23-P1	1	0	0	1	1
RNF145_+_158636546.23-P1	0	0	0	1	0
RNF146_-_127588049.23-P1P2	1	0	0	0	0
RNF146_+_127588398.23-P1P2	3	0	0	0	0
RNF148_+_122342561.23-P1P2	3	6	16	3	0
RNF148_+_122342578.23-P1P2	34	27	11	70	77
RNF148_+_122342808.23-P1P2	0	1	0	1	0
RNF148_+_122342924.23-P1P2	0	1	1	0	0
RNF149_-_101924728.23-P1P2	61	67	71	277	87
RNF149_-_101925155.23-P1P2	2	0	0	1	0
RNF149_+_101924995.23-P1P2	0	0	0	2	0
RNF150_-_142054584.23-P1P2	0	0	1	1	1
RNF150_+_142054154.23-P1P2	0	0	0	1	0
RNF151_-_2016885.23-P1P2	0	0	0	0	1
RNF151_-_2016895.23-P1P2	4	7	5	15	15
RNF151_+_2016944.23-P1P2	28	34	40	51	44
RNF151_+_2017078.23-P1P2	1	0	0	4	1
RNF152_-_59560192.23-P1	0	0	0	2	0
RNF152_-_59560219.23-P1	0	1	0	0	0
RNF152_-_59560228.23-P1	0	0	1	0	0
RNF152_-_59560248.23-P1	24	24	9	0	23
RNF152_-_59561421.23-P2	0	1	0	3	0
RNF157_-_74236529.23-P1P2	50	87	57	197	122
RNF157_+_74236515.23-P1P2	32	28	62	65	29
RNF157_+_74236558.23-P1P2	17	4	5	25	15
RNF157_+_74236568.23-P1P2	0	0	0	1	0
RNF165_-_43913984.23-P1P2	13	20	25	37	12
RNF165_-_43914054.23-P1P2	0	0	0	2	1
RNF165_+_43914025.23-P1P2	1	0	1	2	2
RNF165_+_43914057.23-P1P2	0	0	0	0	1
RNF166_-_88769588.23-P2	0	0	1	0	1
RNF166_-_88769592.23-P2	0	0	0	1	0
RNF166_-_88772348.23-P1	0	0	1	0	0
RNF166_-_88772407.23-P1	2	3	11	4	0
RNF166_-_88772655.23-P1	0	0	1	0	0
RNF166_-_88772739.23-P1	0	1	0	0	1
RNF166_+_88769514.23-P2	0	1	0	0	0
RNF166_+_88772798.23-P1	0	0	0	2	1
RNF167_-_4844331.23-P1P2	0	0	1	0	0
RNF167_+_4843932.23-P1P2	0	0	0	0	2
RNF169_-_74459952.23-P1P2	0	0	0	0	1
RNF17_-_25338344.23-P1P2	1	0	0	0	0
RNF17_-_25338677.23-P1P2	33	23	7	43	23
RNF17_+_25338420.23-P1P2	0	0	0	0	1
RNF170_-_42751362.23-P1P2	0	0	0	1	0
RNF170_-_42751799.23-P1P2	3	7	0	12	0
RNF170_-_42751802.23-P1P2	0	0	0	1	0
RNF170_+_42751354.23-P1P2	0	1	1	0	1
RNF175_-_154680783.23-P1P2	36	16	18	28	19
RNF175_-_154681085.23-P1P2	28	11	88	228	65
RNF175_-_154681132.23-P1P2	1	0	0	0	0
RNF175_+_154680811.23-P1P2	0	0	0	0	1
RNF180_-_63462050.23-P1P2	0	0	0	0	1
RNF180_-_63462071.23-P1P2	15	11	11	34	7
RNF180_-_63462096.23-P1P2	7	15	18	14	3
RNF180_+_63461693.23-P1P2	0	0	0	2	0
RNF181_-_85822862.23-P1P2	0	0	0	0	2
RNF181_-_85822880.23-P1P2	0	0	0	1	0
RNF182_-_13925259.23-P1P2	22	9	1	15	25
RNF182_-_13925435.23-P1P2	0	1	0	0	0
RNF183_+_116065308.23-P1P2	0	1	0	2	0
RNF183_+_116065311.23-P1P2	7	0	1	5	3
RNF183_+_116065358.23-P1P2	20	8	41	45	47
RNF185_-_31556285.23-P1P2	0	0	0	0	1
RNF185_-_31556337.23-P1P2	5	7	27	59	30
RNF185_+_31556349.23-P1P2	11	8	16	17	4
RNF186_+_20141273.23-P1P2	0	0	0	0	1
RNF187_-_228680882.23-P2	1	0	0	2	1
RNF187_-_228680899.23-P2	0	0	0	0	1
RNF187_+_228675121.23-P1	2	0	1	2	0
RNF187_+_228675125.23-P1	1	0	0	2	1
RNF187_+_228681289.23-P2	0	1	0	1	1
RNF19A_-_101321732.23-P1P2	0	0	0	1	0
RNF19A_-_101321795.23-P1P2	0	0	0	1	0
RNF19A_-_101322158.23-P1P2	0	0	0	1	0
RNF19B_-_33430190.23-P1P2	17	31	6	26	13
RNF19B_-_33430312.23-P1P2	22	6	1	17	5
RNF19B_-_33430422.23-P1P2	0	0	0	1	0
RNF19B_+_33429973.23-P1P2	0	0	1	0	0
RNF19B_+_33430385.23-P1P2	1	0	0	0	0
RNF2_-_185014699.23-P1P2	0	0	1	1	0
RNF2_+_185014687.23-P1P2	4	6	18	40	24
RNF2_+_185015084.23-P1P2	22	44	10	26	25
RNF20_-_104296229.23-P1P2	4	0	2	0	0
RNF20_+_104296563.23-P1P2	0	1	0	0	0
RNF207_-_6266202.23-P1	0	1	0	0	0
RNF207_-_6266215.23-P1	0	0	1	0	0
RNF207_-_6266236.23-P1	0	0	1	0	0
RNF207_+_6266570.23-P1	0	0	0	1	0
RNF207_+_6268950.23-P2	0	1	0	1	0
RNF208_-_140115660.23-P1P2	0	0	0	1	0
RNF208_-_140115846.23-P1P2	3	15	1	4	3
RNF208_-_140115867.23-P1P2	0	0	1	1	2
RNF212_-_1107273.23-P1P2	30	188	105	69	154
RNF212_-_1107305.23-P1P2	0	0	0	0	2
RNF212_-_1107309.23-P1P2	0	1	0	0	0
RNF213_-_78235116.23-P1	0	0	0	0	1
RNF213_+_78261847.23-P2	0	0	0	0	1
RNF214_+_117103457.23-P1P2	11	0	0	1	0
RNF214_+_117103759.23-P1P2	6	16	4	3	5
RNF214_+_117103794.23-P1P2	0	0	0	1	0
RNF215_-_30783247.23-P1P2	1	0	0	6	0
RNF215_-_30783367.23-P1P2	0	0	0	1	1
RNF216_-_5820862.23-P1P2	0	0	0	0	1
RNF216_-_5821210.23-P1P2	7	6	0	0	8
RNF216_+_5821225.23-P1P2	17	15	0	24	11
RNF217_-_125283479.23-P1P2	15	35	100	317	55
RNF217_+_125283253.23-P1P2	0	0	0	0	1
RNF217_+_125283592.23-P1P2	0	0	1	0	0
RNF219_-_79233256.23-P1P2	0	0	0	2	0
RNF219_+_79233291.23-P1P2	2	0	0	0	0
RNF219_+_79233299.23-P1P2	0	0	1	0	0
RNF220_-_44889598.23-ENST00000443020.2	100	403	424	1311	610
RNF220_+_44889572.23-ENST00000443020.2	15	9	5	51	4
RNF220_+_44889671.23-ENST00000443020.2	0	0	0	1	0
RNF222_+_8300684.23-P1P2	0	0	0	1	0
RNF222_+_8301119.23-P1P2	1	0	0	2	0
RNF223_+_1009117.23-P1P2	1	0	0	0	0
RNF223_+_1009224.23-P1P2	0	0	0	1	0
RNF223_+_1009429.23-P1P2	0	0	0	3	0
RNF224_-_140122349.23-P1P2	0	0	0	0	1
RNF224_-_140122380.23-P1P2	0	0	0	1	0
RNF24_-_3996134.23-P1P2	1	0	0	0	0
RNF24_+_3995795.23-P1P2	0	0	1	1	1
RNF24_+_3995825.23-P1P2	3	0	2	5	0
RNF25_-_219529035.23-P2	11	5	9	1	5
RNF25_-_219529250.23-P2	0	0	0	0	1
RNF25_-_219529445.23-P2	86	334	295	1074	776
RNF25_-_219529485.23-P2	1	0	0	0	1
RNF25_-_219536703.23-P1	3	0	0	31	0
RNF25_+_219536639.23-P1	11	0	2	0	7
RNF25_+_219536686.23-P1	1	0	0	0	0
RNF26_-_119205267.23-P1P2	1	0	0	1	0
RNF26_+_119205252.23-P1P2	0	0	1	0	0
RNF26_+_119205656.23-P1P2	0	0	0	1	0
RNF31_-_24615976.23-P1P2	0	0	0	1	0
RNF31_+_24616693.23-P1P2	12	5	0	1	3
RNF31_+_24616697.23-P1P2	0	0	0	1	1
RNF32_-_156433505.23-P1P2	0	1	0	2	0
RNF32_-_156433815.23-P1P2	0	0	0	1	0
RNF32_+_156433473.23-P1P2	0	0	0	1	0
RNF32_+_156433857.23-P1P2	0	0	0	1	0
RNF34_-_121837957.23-P1P2	0	0	0	1	1
RNF34_-_121838324.23-P1P2	0	0	0	0	1
RNF34_+_121838356.23-P1P2	5	5	7	23	24
RNF38_-_36400702.23-ENST00000350199.4,ENST00000357058.3	10	14	11	36	13
RNF38_-_36400802.23-ENST00000377885.2	24	0	1	62	44
RNF38_-_36400805.23-ENST00000377885.2	8	20	55	54	22
RNF39_+_30043497.23-P1P2	1	0	0	0	0
RNF39_+_30043502.23-P1P2	0	0	0	1	0
RNF39_+_30043507.23-P1P2	0	0	0	0	1
RNF4_-_2470843.23-P1P2	2	0	0	0	0
RNF4_-_2471345.23-P1P2	3	0	1	0	0
RNF4_-_2471349.23-P1P2	1	0	0	0	0
RNF4_+_2471214.23-P1P2	12	0	11	18	0
RNF40_-_30773681.23-P1P2	33	14	12	14	13
RNF40_-_30773702.23-P1P2	7	4	0	0	1
RNF40_-_30773874.23-P1P2	0	0	1	0	0
RNF41_-_56615649.23-P1P2	10	5	1	4	3
RNF41_-_56615654.23-P1P2	30	24	5	95	42
RNF41_+_56615604.23-P1P2	0	0	0	1	0
RNF41_+_56615615.23-P1P2	8	5	1	0	1
RNF43_-_56494409.23-P1P2	3	1	0	14	0
RNF43_-_56494412.23-P1P2	31	6	4	24	11
RNF43_-_56494826.23-P1P2	0	1	0	2	1
RNF43_+_56494522.23-P1P2	0	0	0	0	3
RNF44_-_175964409.23-P1P2	0	0	1	3	0
RNF44_-_175964815.23-P1P2	0	1	0	0	0
RNF44_+_175964795.23-P1P2	17	11	12	13	2
RNF44_+_175964857.23-P1P2	3	7	9	15	6
RNF5_-_32146203.23-P1P2	0	0	1	0	0
RNF7_+_141457158.23-P1P2	0	0	1	3	1
RNF8_-_37322005.23-P1P2	7	2	0	10	0
RNFT1_-_58042093.23-P1P2	0	3	0	1	4
RNFT1_+_58042037.23-P1P2	0	0	6	0	0
RNFT2_+_117176567.23-P1P2	0	0	0	1	0
RNGTT_-_89673106.23-P1P2	36	14	43	10	22
RNGTT_-_89673280.23-P1P2	0	0	0	1	0
RNGTT_+_89673187.23-P1P2	0	0	1	0	3
RNGTT_+_89673254.23-P1P2	9	6	5	17	3
RNH1_-_506781.23-P1P2	9	1	3	0	0
RNLS_-_90342984.23-P1P2	0	0	0	1	0
RNLS_-_90343016.23-P1P2	0	0	0	1	0
RNLS_+_90342621.23-P1P2	5	0	0	0	0
RNMT_-_13727103.23-P1P2	35	42	33	84	24
RNMT_+_13726813.23-P1P2	0	0	0	1	0
RNMT_+_13727133.23-P1P2	0	0	0	0	1
RNMTL1_-_685644.23-P1P2	20	20	34	69	43
RNMTL1_-_685705.23-P1P2	0	1	0	0	0
RNMTL1_+_685637.23-P1P2	16	1	2	6	0
RNMTL1_+_686000.23-P1P2	0	1	0	0	0
RNMTL1_+_686004.23-P1P2	1	0	0	0	0
RNPC3_-_104068890.23-P1P2	13	0	4	0	0
RNPC3_+_104068361.23-P1P2	0	0	1	0	1
RNPEP_-_201951783.23-P1P2	47	45	15	237	153
RNPEP_-_201951819.23-P1P2	2	0	0	0	0
RNPEP_+_201952219.23-P1P2	1	4	2	1	1
RNPEPL1_+_241507974.23-P1P2	11	8	10	6	13
RNPS1_+_2317667.23-P1P2	1	0	0	3	1
RNPS1_+_2318146.23-P1P2	0	1	1	0	0
ROBO1_-_79816427.23-ENST00000464233.1	0	1	0	1	0
ROBO1_-_79816522.23-ENST00000464233.1	1	1	2	0	0
ROBO2_-_77089478.23-P1P2	0	0	1	0	0
ROBO2_+_77089237.23-P1P2	0	0	1	1	2
ROBO2_+_77089246.23-P1P2	5	17	6	21	3
ROBO3_-_124746745.23-P1P2	0	0	0	1	0
ROBO3_-_124746765.23-P1P2	0	0	0	0	1
ROBO4_+_124767286.23-P1P2	0	0	0	2	1
ROBO4_+_124767686.23-P1P2	1	0	0	0	0
ROBO4_+_124767704.23-P1P2	143	442	370	1415	782
ROCK1_-_18691281.23-P1P2	1	0	0	0	0
ROCK1_-_18691378.23-P1P2	0	0	1	0	0
ROCK1_-_18691698.23-P1P2	0	0	0	1	0
ROCK1_-_18691767.23-P1P2	5	0	3	1	0
ROCK1_+_18691759.23-P1P2	0	0	0	0	1
ROCK2_+_11484269.23-P1P2	63	48	105	221	86
ROCK2_+_11484687.23-P1P2	0	0	0	1	0
ROCK2_+_11484752.23-P1P2	20	0	2	1	0
ROGDI_-_4852248.23-P1P2	0	0	0	1	0
ROGDI_-_4852272.23-P1P2	8	0	4	7	0
ROGDI_-_4852289.23-P1P2	0	0	0	1	0
ROGDI_-_4852606.23-P1P2	44	3	21	164	139
ROM1_-_62379334.23-P1P2	0	2	2	1	0
ROM1_+_62379319.23-P1P2	1	0	1	0	1
ROMO1_-_34287416.23-P1P2	0	0	0	2	0
ROMO1_-_34287419.23-P1P2	0	0	0	1	0
ROPN1_-_123710678.23-P1P2	0	0	0	1	0
ROPN1_-_123710894.23-P1P2	0	0	1	0	0
ROPN1_-_123710899.23-P1P2	0	0	1	0	0
ROPN1_-_123710931.23-P1P2	4	2	7	3	0
ROPN1_+_123710426.23-P1P2	0	1	14	2	0
ROPN1B_+_125694608.23-P1P2	0	1	0	0	1
ROPN1B_+_125694861.23-P1P2	1	0	0	0	0
ROPN1L_-_10442031.23-P1P2	1	0	0	0	1
ROPN1L_-_10442053.23-P1P2	18	18	27	130	57
ROPN1L_-_10442060.23-P1P2	0	0	0	1	0
ROPN1L_-_10442074.23-P1P2	0	0	0	1	1
ROR2_-_94712082.23-P1P2	0	1	1	0	0
ROR2_-_94712437.23-P1P2	0	0	0	1	0
ROR2_+_94712030.23-P1P2	0	0	0	0	1
ROR2_+_94712390.23-P1P2	0	1	0	0	0
RORA_-_61521637.23-ENST00000335670.6	1	0	0	0	1
RORA_-_61521672.23-ENST00000335670.6	1	0	0	0	0
RORB_-_77112334.23-P1P2	13	0	6	31	2
RORB_-_77112761.23-P1P2	0	0	0	2	0
RORB_+_77112281.23-P1P2	0	0	0	0	1
RORC_-_151798574.23-P2	2	8	2	2	9
RORC_-_151798577.23-P2	0	0	0	1	1
RORC_+_151803871.23-P1	8	10	0	1	1
RORC_+_151804199.23-P1	21	0	4	8	6
ROS1_+_117746571.23-P1P2	81	75	69	109	111
ROS1_+_117746961.23-P1P2	0	0	1	1	0
RP1_-_55528762.23-P1P2	0	1	0	0	0
RP1_+_55528911.23-P1P2	1	0	1	0	2
RP1_+_55529117.23-P1P2	0	0	0	1	0
RP1L1_-_10512528.23-P1P2	1	0	0	0	0
